sentiment,text
0,airline cause miss connection you would think would take whatever step remedy screw
0,thank help take hour reply get message middle night actually helpful
0,flight descend farce leave ewr yet go get bad
0,tell due fly direct dublin go london complete shamble
0,min ewr baggage claim stillnobag ridiculous
0,standby denver delay confirm aspen whose flight cancel flighted day confidence
0,yes back plane delay due baggage load issue
0,pt you cancel flight finally get stndby flight day missedwork clientnothappy
1,thank kindness agent go amp beyond get strand family home
0,see justifiable cost get early flight seat airline charge conveniently get passenger early
0,woke notification flight move hr early barely make flight hr layover sfo want hop early option
0,delay baggage claim land hopefully bag break damage lose wc result complaint
0,want send screen shoot second call minute
1,look beauty wink face dc united airline wink face
0,thanks ill fill form soon land like dupe hope appreciate feedback amp well
0,line denver rebook due weather issue well
0,one suffer understand delay understand try speed process delay extent
0,cancel flighted flight late flightr agent claim put new flight cancel flighted coworker get flight delay
0,urgency ridiculous ceo claim customer focus yet delay happen plane sit customer
0,ask full refund delay hour give reason enough give partial credit
0,flight schedule move never flight everyone move without sense
1,ok thank you
0,go hell
0,since bulkhead seat bag floor you reserve ohead space seat impressed
0,would helpful could refresh boarding time info boarding pas delay flight
0,flight far year delay include cancel flightations late flightst reason crew need mandatory sleep mexico
1,great hear thankyou much greatly appreciate reply feel much settle
1,counter agent rdu deserve medal thankyou
0,saga bag delay w reunion force go shopping stay tune
0,flight ord gate agent try prevent take onboard bag use year flight crew reasonable
1,thank literally call preboarde run
0,guy split charge credit card make unnecessarily expensive people fly guy pt
0,feb point overselle flight bad make people wait kick boarding bad
1,brilliant thankyou much class part carryon
1,thank listen compliant right thing appreciate work
0,since cancelled flightled flight twice
0,chance wait ord afternoon another flight screw hold
0,wait ground try get gate move b crap
0,mex nrt date tbd get usd difference quotation september compare mex bkk
0,well keep connection ord fwa board ten minute open get plane land hour late flight
0,united gold number hold minute think may lose nowhereland gold reservation help
1,great ready go home
1,wow even answer back awesome customer service usairwaysfail
0,noope
0,oh sure plan occur absolutely consistently usually yyj flight cancel flightled daily
1,outsource united airlinesyour customer love outsource outsource outsource
1,thank need follow back tho otherwise dm x
0,get well suggest get senior manager gate retrain gate people
0,nothing like support mechanic maintenance workersinstead united put video timco wifi
1,send thank
0,already miss connection ugh
0,sure show video outsource favorite timco knack substandard maintenance work aircraft
0,formally complain customer service handler misconnecte deny board amp lose bag help
0,lot unhappy cold people bridge freeze temp hour give info
0,flight iadsat outdoor track hour
0,seriously wifi flight clesfo airline wout wifiand pls unwind bs
0,you would able rebook get home soon delay flight linesforever customerservice fail
0,reason whole travel experience nightmare
0,pointless tweet least ask follow try resolve
0,even apology
0,cool
0,seriously wifi flight clesfo airline without wifi
0,board attendant take shoe ampsock desk show agent foot gross
0,unitedairlines pm ord abq even take walk without miss change
0,hopefully baggage fee waive tomorrow actually get flight well compensation hotel room
0,either fine however plunder hardearne dollar fine
0,sfoyyj fight cancel flightled several time week even bother
0,wait new pilot door plane broke global service status airline unsafe stunning
0,get reimburse hotel taxi cancelled flightation
0,awesome flight crew plane jurassic period call want dinosaurplane back
0,united unable look flight reservation passenger name yyz checkin counter wow smh customerservice
0,eticket refund request case
0,phone hour customer service figure awesome service
0,really know piss people farelock option fake
0,last week shanghai sfo delay bc engine today sfosea delay sick pilot compensation care
0,thing confuse lose priority boarding mileage plus card member pensive face
0,hope hear actually
0,reschedule today frigid cold possible reason maintenance could issue
0,fact international bag sense go maintenance
0,b contact directly phone service laissez faire good problem cancelled flightled flight
0,international phone fritz get chicago nearly hr away figure everything
0,sorry delayed response ua chicago san fran held almost hour tarmac also lose bag
0,okay thank could please update tell airport someone would call today
1,thank much help pick bag aspen airport amp come today
0,gate c iad you release passenger board wother deplane peopleon bridge next flight board
0,say public extend vacation week point advertise multiple flight honor
0,cancel flights flt ewr crewtell wife amp yr old get ny catch yyz good customerservice dead
0,arrive day half late flightr suppose lesson day believe verbal write confirmation united
0,arrive airport hour departure time still miss flight bc actually electronic ticket
0,hour delay nothing say sorry like voucher miss time family family precioustime
0,two whole people try schedule flight worth miss connection shameful
0,unfriendly screw family hate kid mom wait pray well fyvrfn due agent error tickt
0,gate agent ewr disabled wheel chair time board please step step laughing out loud
0,helpbeen
0,force check baby bag overbooke flight complain wife need much baby united baby meal
1,would love help get today ewr take airline connection thank you
0,today take flight san francisco refuse let board baby early time board let take baby carryon bag
0,four schedule flight reservation literally take one unreal
0,ord hotel issue old ticket need fix another hour agent nightmare still
0,hour rebook hour problem arrive gate stop cause infant sit yr old lap
0,arrive yyz take flight taiwan reservation miss ticket number slow agent sukhdeep cause miss flt
1,thank
1,thank update
0,three people awesome work long hour easy say sorry twitter help ppl
0,guess excuse understaffed costumer service people deal lot angry passenger weather
0,cancel flightle wife daughter flt go follow dm detail
0,depart await inbound plane yesterday three hour never arrive stay overnight
1,confirm seat crisis avert beers miss
0,english ill dm though think make plane appear
0,look like today consecutive delay flight youdo win prize air fly sba loudly cry face
0,sit plane pilot thank waitingonapilot denver siouxfalls whyairtravelsuck
1,understand thank try reach soon
0,already answer get oops give mile sorry pay discomfort h
0,receive hotel food also email mile last trip hr delay mile less cancelled flightlation
0,know delay get crazy already overnight delay unitedairlines
0,frustratingly delay happen either gate even onboard aircraft head advance
1,den agent amaze mpagent check suck
0,also delay hour stretch trip way past midnight extremely exhaust
0,ha  rebooke hr layover amp rob night family late flight fly time
0,switch fly united delta past two trip disappointed delay hour
1,travel injure gate agent chicago awesome help ty roadwarrior
0,unitedairlines long delay
0,flight status update delay board
0,pay economy plus put last boarding group gate check bag know well
0,travel scl iha feb ac sit night complaint fa never give real answer help
0,suck hour delay
0,bad airline world crap website worthless app late flight flight suck shut
0,jh thank much reach able get assistance wait minute
0,stand still pilot paperwork fix problem fix ago flight delay
0,reasonable wait min bag make check flight staff could police overhead bin
0,please msg customer service invoice dry cleaning able take wet clothe airport
0,hour delay cant print piece paper
0,still response
0,able get seat assign without pay cust sec
0,reference number agent tell drive airport reach anyone deliver
0,slightly well crew spend long time search well altitude would help let pax sharp drop
0,credit card charge transaction tell would charge go contact
0,pqm pqd long show correctly mileageplus acct get fix
1,thanks
0,sfo bos internet give
0,bad bad reservation policy worst costumer service worst bad bad congrat bad
0,try makechange reservation get extremely frustrate give try another airline
0,get email update still eta communicationdetail apology info compensation right would go long way
0,late flight crew btv last nite delay today flt miss connection cun play hotel tonight ewr
0,call check worstcustomerservice
0,passenger reroute match intend arrival time even incur cost put airline
1,solve finally pick second time call thank response jh dulles work
0,need work united flierfriendly program least clue flight attendant
0,space doctor note everything first trip lose first suitcase among issue pleased united
0,new flierfriendly garbage cry get attendant find place medical supply limited overhead
0,epic fail jetway min tarmac
0,thank link finally arrive brussels h schedule
0,flight two week lose bag take status neveragain worstcustomerservice
0,flight nightmare poor customer servicehave confirm seat give away issue
1,good customer experience via twitter huge fan
0,flight last night long time recommend united anyone
0,beyond frustrate sked change seat early departure double layover course seat cust svc help
0,work lisa j ord work hard still disappoint ewr
1,love new class breakfast
0,email customer care via website form long wait rachelle resolve issue still irritate w united
0,flight cancelled flightled update one get bwi late flight fine dca iad arrive early help
0,jj stand joking find humor
0,point make home
1,thank look get back via dm glad hear bag finally deliver thanks
0,would like talk customer service agent service non service receive last flight week go j
0,cancel flight flight wait line get rebooke front make go another gate lose place
0,comment question thank copy paste response
0,fail last week iah next intl trip delta small ual flight lax book
0,suppose board bring plane hanger what the f know flight laxewr
1,fly sdf atl tampa delta leave early arrived early crew helpful wifi work
0,start without robotic response
0,control turbulence control customer experience lot scar people
0,currently minute bad turbulence ever experience zero communication flight deck
0,yes look ticket agent terminal dismiss miss chance miami flight dr
0,tell twice issue resolve twice write email bounce worstservice
0,flight let go look like clown one give class
0,hold time wait resolve issue flight yearold son terribleservice noservice
1,cool thank
1,like thank recognize terri p dulles go way get back raleigh flight
0,freq flyer make sad see cust need assistance treat poorly servicefail
0,day saga maybe finally make homeintentional go get back vacation day badservice
0,thank sick company lousy excuse customer service never fly united
0,current hold time speak rep tix reissue min long amp make option available online
0,understand ppl make mistake code something way get reimburse fault blatant lie
0,also forget add bag probably go sit new jersey miss connection
0,today would great honeymoon delay put damper iy
0,share pilot passenger
0,receipt upgrade return leg month late flightr still receipt
0,book flight reserve seat go check find seat what the f
0,actually gate agent rude stand line wait reflight booking problems miss flight sti awful
0,sure anything build time promise ceo service get bad
0,wifi aircraft work entire orddca flight morning
0,cancelled flightled direct flight newarkbrussels last night hour behind schedule eu compensation would give us
0,may dislike delay pay agreement pay get destination certain time
0,epicfail cx flight frankfurt san francisco go chicago flight crew hour due deice delay
0,aware flight detail thank three hour late flight crew could give less shit
0,make sure flight delay due poor maintenance would start
0,hilarious
0,hahahahaha ya try already
0,bag may may airport unfortunately one airport pick phone respond message
0,funny pay check bag flight beg folk check bag free hour flight notcool
0,nope need little red stamp counter check wreck son
0,try cancel flight try change award ticket date place thank send link know fee
0,unhappy new mileage rule main reason keep fly united take business elsewhere
0,need assistance due incompetence need reschedule connection never fly
0,officially displace well flight experience pleasant cabin crew timeliness ua switch
0,need bag bouncer get together
0,go uniteds mileage program pay ticket get fraction pqd credit
0,need retrain flight attendant say room carry ons actually cool
0,cancel flightled delay reflight booking problems still mile home least acknowledge cancelled flightlation
0,never ever flight booking problems flight united affiliate chance get united flight
1,able send dm good
0,three delay flight miss connection first class flight get compensation lose seat
0,hold hour day sort tell fine fine arrive fly
0,almost week still word dot update london fare city update end
0,well start would nice ticket actually system change flight
0,another awful experience victoria check desk stl could rude condescend
0,want deliver house go sombron else house
1,michelle ord train staff treat customer refresh pleasure deal
0,guess follow order send dm try send
0,stopped fly yr ago bc aggressive policy carryon listen pssngrs force chknotcomingback
0,send message bag tag look
0,send message facebook follow complaint miss clothing check baggage
0,check online still wait line hour check counter fuckinlame
0,poor customer service think befor flight booking problems another united flight
0,book flight start red eye lax bos recline seat lastflightwithyouever
0,efficient layout kiosksbag drop line would help definition space additional friendly helpful staff
0,plane passenger board premier group may indication broken process
1,ewr agent barbara fabulous example cust serv pleasure talk smile face smile eye
0,cancelled flightled flight cause crew need sleepbut totally okay wake let know cancel flightled
0,change last name mileageplus acct site hour hold day amp change yet
0,flight land hour ago flight cmhiad last night still bagcould drive cmh
0,far update suitcase today please
0,literally suck
1,thank upgrade today great way start week cc
0,maybe hire ground staff lax multiple gate agent tell baggage load expect hopeless
0,would encourage reinterview sole flight attendant ual buf ord blatantly stable uncomfortable
0,second time flight cancel flightled like really
0,really flt frm iad iah late flight amp go via nashville inconvenience downgrade ticket
1,impressed superfast reply
1,hi jp help awesome tsa representative able get take care thank
0,first complaint file feb day still responsedisappointed surprised
0,morning delay hour get newark meeting
0,please stop spend mktg brand ad use save improve cxp wait luggage due short staff unacceptable
0,wife still luggage promise say way file number fail
0,try change flight online get error help via dm
1,staff rather efficient get solution freak little limbo air
0,terrible
0,glad mean excuse inefficiency take bag arrival flight
0,attempt book ticket time keep get error message hope still charge
0, friendly efficient air attendant coach
0,coach interior ua look like salvage tiny unusable video power amp lifevest floor 
0,two dozen back line see single csr reflight booking problems final leg kiosks fritz
0,plane newark check rebecca levi bag name
0,aand hour late flightr catch flight til stick airport snowstorm hotelhow patience
0,ual suck
0,happen delta take care peace
0,rebooke bos uggh hour bus wmass home could fly bdl amp back dc time unitedairline
0,lose bag never ever fly united joke
0,appreciate change time min multiple time hour flight annoy seem like clue
0,miss connection due mechanical failure uplink prob lose client mon compensate
0,jack cousin trip portland cancel flightled return trip united
0,yes head deice minute send make austin wait luggage
0,cancelled flighted flight delay lose luggage worst disgraceful awful company horrible service
0,help passenger arrive hour late flight
0,minute tarmac hour delay
0,glad take care reschedule ua ogg cancel flightled
0,try fill status match form get hit error message tell go
0,flight go sit tarmac forever
0,one worker refuse give name reference note tone amp language unprofessional
0,blame company every opportunity job manage fail time lazy reason
1,wan na grand staff
0,sf crew lack lot customer service lax employee lot well wonder
0,miss flight flight hold minute would make watch pull away gate
0,also ice frozen metal walkway waste minute one know simple job
0,ground crew inept leave truck sit tarmac gate agent get gate
1,wan na ride united airline love airplane
0,day flight cancel flightle another delay hour united give food voucher much value time
0,check security wrong name give wrong boarding pas airlinesecurity
0,hell flight delay since pm finally board sit tarmac fampampcke plane ever leave
0,actually flight cancel flightled
0,loyal premier platinum member lack communication really bad also see take yet
0,thank change manage arrive hour delay exhaust
0,time rebooke wdelay reason unrelate flightd weather go request flight voucher
0,consider min bag sunday night fast reconsider think mean
0,horrible attitude staff delay level service respect one expect united
0,want loyal let carry bag easily fit overhead
0,top pay class wife get stick coach
0,ph pat answer bs deny board sit gate employee totally suck
0,last week united provide bad customer service experience life disgust united
0,hr since flight land zero info miss bag rough eta would hugely helpful restore confidence
0,big surprise nogate wait plane fucken issue everything fly fail worstairlineever
0,belabor pointbut able put laptop bag seat announce leave roller thank you
0,maybemange airline alittlebetter arrived lax gate howisthatpossible always thing wu
0,check united app valuable use app remove longer see status equipment
0,even run gate connect flight customer service let plane park stranded
0,desperately try understand girlfriend treat cancel flightleddelayed flight unacceptable ord
0,nope chance airline mess way trip
0,announce roller want put coat choice gate check thank you
1,early frontrunner good airline
0,bag leave behind plane overweight great know soon land instead let wait minute info
0,fampking joke customer service woeful staff tell passenger something
0,sponsor oscar wonder half hour delay oscar
1,work like charm bag wait carousel get baggage claim welldone goodflight friendlysky
0,lose bag give free pretzel fraud
0,try charge buck low award ticket want get hard earn point back total bs
0,as soon as possible mean two hour worth delay return terminal count luggage third time gottogetbetter
0,apart hold hour talk people problem still resolve
0,typical response ua fix crappy perform last placedranked airline century
0,even legal guy advertise flight honor
0,customer service worst hang customer intentionally one hour hold
0,force book flight different date originally plan high price feel like bait switch tactic
0,love give shit people try loyal screw every way till sunday glad stay away
0,try different flight iahmnl flight advertise bookable due partner error
0,different airline
0,tell case week still resolve
0,clicked upgrade upgrade give
0,advertise flight still website still book spend hour united support
0,try book flight iahmnl depart return advertise flight book
0,quick serious question resourcesrating show quality service well place
0,yes call regard speak someone even far unfortunately bounce around
0,flight ord could let know find via app minute land awful flight
0,need help spanish
0,disappoint experience plane mech delay next one wait sincere apology tell complain online
0,lose sunglass flight okc iah morning takeoff way retrieve
0,denver austin still ground
0,either staff whoever contract pvd fail big time tonight
0,consider currently gold make jump upcoming flight sfo singapore
0,bad flight ever grind crew ignore plane make miss flight cover cost hotel den
0,customer dumb revenue base program hurt everyone go save money like think
0,problem win flight ua call rebooke find hotel taxi
1,thank help cheer
0,bull crap spend recent trip small change get aa mile would ua
0,yes terrible service courri
0,compensate new clothe bet
1,flight next two week let make good memory
0,stick ogg look like flight cancel flightled help
0,yea book next avalible flight since sit time come plane day work miss hotelliving
0,currently cry want ski tomorrow prolly boy tryna fulfill dream
0,try online track say something like attempt locate luggage
0,worker tell call talk someone thailand
0,go day tomorrow still receive bag flight toronto would love see seriousness
0,nothing compensation give circumstance feel like must something
0,disconnect pr group actual business strategy employee attitude ground liar unite
0,go segment sfonew york rt delay hr suck badmaybe another line bus
0,really screw deal mechanical failure maui san francisco poor communication bad help get connection
0,like delay bag let happen much
0,delay due customer service people disservice provide flightfail
1,excellent reliable happycustomer
0,united doesnt give shits customer
0,funny none ur tweet back helpful want read ya well change customer get well service
1,deliver thank make sure arrive doorstep
0,really need get act together really disappointed change flight delay flight etc
0,rebooke oma mile destination spotty customer service get staff stressor come business
1, look reason travel quote
0,find late flight even flight airport would overnight flight
0,thank vague response address issue
1,thank
0,good enough affect awful organization timing set back
0,otis baggage claim bay happy nearly piss
0,time less important strandusindenver hourandtenminutedelay flightfail
0,airline kid bagage lose morning ny washington still trace badservice
0,take hour half though
0,never hold plane hourdelay multipledooropeningandclosing dangerofgettingsnowedin
0,get nothing dissapointment
0,fucking bag fuck fuck bag tell give number call human
1,sincerely thank pilot flight brave snow get home amongst many cancel flightlation
0,make gate would let
0,time give status switch terrible even describe
1,thank laughing out loud wait per tail number
0,suck flight delay equipment prob miss connection minute let even though gate
0,go min wait plane vacate gate findanothergate
0,flight hr delay far bc late flight crew literally wait dinner acc honest gate agent
0,many people go miss connection due long wait time sfo tarmac seriously you find empty gate
0,try solve problem make charge check luggage force check gate brilliant
0,wait min gate sfo yet many free excellence operational efficiency show
0,delay due customer service huh
0,poor customer service checkin kansas kci
0,except delay flight anyway
0,maybe find different gate
0,send message irresponsible suitcase find truly bad service ever fedup disastrous
0,land den time stick wait gate min maybe update would good idea capt
0,want point one united crew sympathetic questions unanswere mileageplus start look like joke
0,get explanation são paulo houston delay hear crew cancelled flightlations
0,flight ewr mco cancel flightle tomorrow rebook asking relative
0,understand intent inconvenience catch cab back airport show wet clothe option
0,wife land dc ago luggage tell would b deliveredhotel luggage
0,sure people row pay premium seat use overhead space
0,cheap could afford run ac take pressure cooker new level cheap worstairline
0,sunday husband travel chicago stuck tarmac amp miss connect flight always
0,well tell customer service rdu airport horrific exception ohare chicago
0,sit ual comedy error ual incompetent
0,tonight tell delay due late flight crew idea crew come staff unhelpful idea
0,take look status sit ord cool yo
1,bummer thank quick response
0,time take wet clothessuit back airport go pay another cab
0,realize bag content wet get hotel send suitshirt dry clean mtgs start tomorrow
0,load plane ord know pilot hr late flight discover plane need fuel what the f unite incompetent
0,resolve sick tire wait want refund like speak someone
0,really glad wait phone hour send voicemail customer service suck nothing
0,cause riot airplane never see anything like
0,instead send inaccurate email delay every min say get get
0,glad wait hour minute transfer time without resolve anything worst service ever
0,still need help hung twice customer service rep say way help gate rep phone rep
1,let know advance reboot yes thank attentiveness
0,laughing out loud little late flight
0,yes bags come hr arrive baggage claim awful experience ground bhm
0,delay due make back gate multiple time maybe take accountability
0,give leg room people row fill bin pls start charge
0,please tell clt flight need gate wait min
0,load fly sardine know pilot hour late flight incompetent beyond belief
0,seat god awful
0,good try get safe soon
1,want compliment ur phone agent jeanette reflight booking problems rdu sea thru sfo connect flight thru ewr cancel flightled
0,hour min delay far would love round hour go bed
0,direct tv work avoid future
0,truly drunk uncle boarding believe gate agent overhead full reserve aisle
0,sure
0,option co tonight look like make time reserve hotel room
0,appreciate case wait extra minute lose mechanic fax log faxlike
0,customer service suck hang wait hour talk minute
0,jp dm message get dm
0,strike board anyone something wrong plane common sense
0,thank miserable trip gnvltltltfsd
0,missed ktm flight due ur cancelled flightlation mike supervisor disgust day late flight apology upgrade offer lhr ord
1,social medium team point oscarnight
0,always happy start life new wife hr travel delay due maintenece would appear incompetence
0,airline oscars carry abc direct tv fail watch oscars united
0,last time fly unitedairlines screw every trip stick ord miss work
0,understand intention pale comparison day lose wage wife delay
0,need help miss bag
0,give
0,change entire flight plan vacation alone day night early nowhere stay help
0,head back gate bc improper load ur pack gill least take care load bag expect comp
0,bad airline sit plane houstonbush airport hour half wait late flight passenger
0,may possibly bad service planet
0,deceptive marketing practice promise book flight would retain status grant neverflyunited
0,hey many time change ua go tonight mia ewr
0,would send next flight haydensteamboat hdn denver hope
0,pick bring shuttle go double check say still concourse
0,honestly could tell know originally go bring concourse
0,miss day vacation see husband delay stuff happen get wish handle well
0,different departure time what the f make mind
0,thank make everyone wait dark hour newark try figure gate go incompetence
1,thank follow
1,claudia iah terminal b travel assistance set great service thank
0,daughter book gold member mile get upgrade list flight tomorrow
0,point flight past week last one really suck shit
0,think american bad horrible service min late flight excuse
0,iah gt sjo delay like hour crazy
0,know flight detail bc need explore option unable bc site let meseems ongoing
0,free wifi flight delay min allow
0,cdglas hour luggage sfo wear clothe hour thank flythefriendlyskie
0,airline joke friend trap houston since sat flight sight unitedworstever trappedhouston
0,hate passenger
0,plane sit hanger day numerous mechanical problem anyone actually maintenance
0,future delay cause hour wait sleep night airport ensure seat choice replacement flight would good
0,flight delay keep change delayed delay checkin time late flightr
0,long day delay please get dallas tonight fingers cross whichisworsedenordfw
0,flight time change without official notification almost miss flight morning cool
0,record denver concourse prior gettin shuttle want confirm location
0,need steamboat meeting take shuttle united customer service people say bag would
0,good word describe angry piss customer make
0,late flight huge step towards decline service agent arrogant ever unitedairlines
1,denver baggage handler totally impress today lung barely make run connect bag problem den
0,flight newark stick runway miss connection sorry inconvenience
0,false
0,sit runway newark let plane gate connection board minute hate
1,thanks first time united lounge feel welcome
0,ana ticket holder get use lounge united book grumpykim
0,never flight delay hour due unbalanced load delay great job idiot
0,failure unitedairlines
1,cancel flight flight anytime keep night
0,guy suck delay get er even curtesy let know unitedairlines
0,unfortunately bad experience fly saturday inpolite crew bad delay
0,seriously min plane bhm min baggage still bag worstairlineever
1,thank update hour delay exact second get atl person gesture person gesture person gesture
0,nippon book united replace one miss
0,subtlety gate change kid
0,good friendly sky relationship agent tell canadian thus good enough military preboard
0,yes try upgrade seat available spot
0, make come help anything jp  inconvience
0, make come help anything jp  service great
0,think fly help
1,resolve hour work ground amp somehow system reset takeoff appreciate quick responseservice
0,always fucken nightmare airline fail lazy alwayslate flight worstairlineever
0,tell check soon allow seat available plane except middle
0,everytime fly ur airline hate even thank terrible service flight
0,really bump gold status ask pay keep get mile worth
0,always surprise awfulness airline guy suck bad
0,would get early enough green tag go otis would still sit ord
1,add early tweet daughter bday present thank hard work make happen
1,guy name otis ord know customerservice able get bag upgrade sure
0,tweet bot obviously get sarcasm make computer like real people
1,wonderful job today get wife daughter pgh orlando flight delay luggage
0,customer service
0,overflight booking problems plane depart delay return quick fix amp break attitudycustomer service worstairline
0,pay cab back airport show baggage dept wet shirt suit viable option time happen
0,say year lose customer
0,lack customer centricity astound
0,would nice partner ticket provide full pqm credit obvious purchase lose mile
1,nope even well seat due wampb first raise hand get move fast enough
0,maintenance issue flight issue passenger miss connection need get
1,look beauty wink face dc united airline wink face hope like beauty wink face
0,seriously slow wifi flight speed go change bad price go
0,hour gate plane late flightr still update explanation apology worstairlineever unitedairlines
0,gate attendant snobby remark customer service like play poker sister kid
0,poor cabin luggage service bos force check even empty space bag overhead
0,still hear anything anyone
0,every time search flight site log give error message book different airline cancel flight card
0,last seg flight denver den haydensteamboat hdn get cancel flightled need help find luggage
0,hour late flightr site another plane wait leave think credit order terrible service
0,wait min bag min flight nomorecheckedbag
0,let also pls inflight live tv denewr watch oscar
0, cancel flighted arrival shv tonight amp departure flight mon feb check airline flight status
1,lovely part long day attendant beyond exceptional today givethoseladiesraise
1,trust enough put coat check bag
0,yes amp unsure would comethis never happen airline first time disappointed
0,course interest united seem good sense happen flight
0,push five hour time worth nothing reflight booking problems option unfortunately
1,finally make rep solve problem
0,guy complete
1,thanks gate agent extraordinaire seau fong help get rebooke boise hopefully home nyc sometime tonight
0,agent work slowly rebook people waste entire day stt
1,thank amaze airline know treat customer guy rock
0,plane come broken seat rather fix put broken sign separate kid
0,bad fly experience ever try blame atc watch load bag board late flight
1,go customer service kiosk able help still thank follow
0,read day travel change policy
0,literally small seat ever dad get stick tiny bathroom ad well disspointe
1,nope set thank you check
0,flight already cancel flightled morning snow storm denver dc wait pilot get
0,still suck understand two cust service agent long line houston international b gate unitedsucks
0,frustrate fly experience one continuous dunno time leave today dunno code
1,denver ap gate destination santa fe agent ashley amaze job face angry traveler kudos
0,united flight ever time americanisbetter
0,rather spend two day back seat volkswagen two hour plane disgruntle whatacluster
0,flight suppose depart boston depart due issue find pilot thank lot
0,suppose customer enjoy scream toddler problem someone complain
0,could give free flight life still choose purchase ticket competitor
0,first time fly united horrible thought would give second chance third disgruntle
0,flight san fransico jfk evacuate
0,jackson wyoming delay pilot full toilet deplane mechanical fail cancel flightled flight pending
0,far worst airline ever misfortune fly country fly outrageous
0,want bag flight
0,thank cause miss connection delay flydeltanexttime
0,hope lose next govt contract
0,lose bag flight chi eri land hr agoyet still zero update unitedairlinessux
0,send confirmation number get home safe sound pay expensive service
0,bag state travel airport fly look like never show
0,ridiculous refund whenever get final destination
0,stay travel sleep airport floor
0,seriously ua delay copilot hour fly raleigh disappointing
0,seriously complete b
0,wait hour luggage give
0,costumer service denver intl airport ridiculous bad
0,lie face gate upgrade thank badservice unitedsuck
0,proof situation due company mistake
0,ouch fair
0,synonymous rude cheap really know value customer
0,go back home use company available unfair stay h travel
0,miss oscars ill never fly unite
0,stingy airline nobody model ptfo cheap bastard stingy
0,flight delayedagainevery time maintenance issue
1,fine automatically change connect flight would miss work
0,yes ride home would perfect fete one would assume possible charge domestic flight ps deplane
0,deny upgrade catering issue poorservice
0,excite barrel sky ton piece metal operate company get tiny tv work
0,hear vouchermile credit cancelled flighting international flight yesterday get email
0,maybe play video flight outfit w wifi flight wifi work airplane selector
0,line baggage system complete rubbish bag miss day meaningful information
0,thank able app still customer service see yyz
1,thank you response finally get min wait talk someone
0,unhelpful
0,would take voucher offer miscounting seats plane mean would fly
0,first seat open upgrade process gate agent say busy cool
0,fly la vega chicago flight late flight announcement make
0,believe cancel flighted yesterday guess go back notification united cancelled flightlation
0,case read right many oversized carryon take much room enforce rule
0,airline pay extra get well seat time board overbooke flight overhead space
1,thank you dmd conf amp help appreciate
0,delay hr flight pitiad finally board plane sit half hour amp crew hr limit amp deplane unacceptable
0,stick yyz staff take break happy
0,personal device entertainment system great app crash every min glad free
0,pls stop send text every say flight delay another usually defend you lame
0,agent use bathroom board toilets onboard full oh expect strongly word email funite
0,hire extra customer service rep minute wait time ask one question would rather fly another airline thank
0,united flight two delay cancel flightled explanation amp flight norfolk book rent car
0,ill try mileage program historically lifeline worldhungry traveler moderate mean
0,way help find flight las stuck dia sit plane hr wait hour update
0,minute wait time help cancel flightled flight help guy
0,rebooke take bus portland maine boston told united cover charge
0,well phlsfo flight yesterday major miss unfriendly premier cabin crew baggage cluster sfo
0,baggage track system worthless tell nothing bag much less plan get
0,offer reroute sfo flight lax may geography class time
0,thank let downmy luggage still denver phl neveragain flyingwithus disappointed lostacustomer
0,get delay flight ewr yyz customer service find airport
0,flight two delay cancel flightled flight norfolk book rent car
0,thank one pilot last two flight strand houston tonight airlines absolute bad
0,disgust disappointed united airline luggage policy attitude toward musician unacceptable
0,miss amaze you bank work conference ok
0,frozen line flight continue due passenger comfort ok sit plane long flight vegas would
0,last call customer service agent call back stick hold air canada hope book flight
0,leave bag houston last night freeze cold memphis idea see tomorrow
1,fly never issue
0,terrible customer service amp feel need notify customer flight delay
0,try fail still wifi ever last row middle fly every week thank nothing
1,great flight pvd small plane ever smooth land ever
0,try check tomorrow flight website keep time
0,yes computer would allow get san diego quick customer service help say rebook
0,say weather delay yxe morning weather affect airline
0,cancel flightled none passenger notify complete violation traveler right
0,thank ruin vacation poorly maintain aircraft fly safely stt cancel flightledflight
0, something like hear hopefully staff resolve amp way as soon as possible ml  amp still resolve
0,wait ewrord delay min may miss ordywg ct room ordywg case miss connex
0,well finally board hopefully take time quickly well hour delay
0,miss connection already miss next flight put go lax instead hawaii
0,reservation make last july want know reseat happen international itinerary
0,line full worried customer guy desk say sorry take care problem late flightr time
0,must people wait line customer service den deal flight cancel flightation
0,american never bag apparently united never switch go back united baggage service
0,unacceptable min late flight miss screw flight tucson leave even land
0,cmh gate staff disaster overbooke volunteer boarding min late flight try figure issue bringbackrealstaff
0,wait half hour check bag ewr amp priority disappoint usually guy good
0,earn low checkin people also tarmac load bag jan
0,thank dishonor upgrade put seat want even notify great service thumb
0,guy gay
0,emailscall past month flight change helpful wish would send cancelled flightlation yesterday
0,change depart amp amp capt get plane find smoothie
1,thank much passport recover
0,thank nothing atlanta lounge ap say sure nothing terminal
0,tick tock tick tock rapidly approach next dream departure next fantasy departure time
0,would make day could take flight airline without hiccup end train employee communicate
0,baby shit pant half way flight smell like shit go
0,cause miss flight tell already leave empathy gate staff crew apology really
0,reschedule return flight japan uh try call unitedairlines customerservice min wait fun
0,far bad airline ever pout face pout face
0,rebooked american united say transfer bag
0,appal lack communication awful journey ewr bos hr delay need explain well
0,dme info assist flight home leave first flight even land
0,boston self service swipe yr boarding pas gate difficult tag bag easy improvetheprocess
0,people would catch flight attendant help
